Company_ID,FS year,Cash & Bank,Inventory,Accounts Receivable,Investment,Total Current Assets,Total Assets,Accounts Payable,Short- term loans and finance lease liabilities,Total current Liabilities,Long- term loans and finance lease liabilities,Total Non-Current Assets,Total Liabilities,Capital,Total Equity,Total Liabilities & Equity,Net Revenue,COSG,Gross Profit,Profit from operations,Net profit before tax,Net profit after tax,Tangible Net Worth,Interest expenses
137,2024,"7,200","9,597","16,419", -   ,"36,678","54,883",648,"26,692","42,123", -   ,812,"42,935","20,000","11,949","54,883","29,848",-27679.00,"2,169",-8,-8,-8,"11,948",
138,2024,"9,953",825,"2,790","1,392","15,607","25,140",80, -   ,"2,904", -   , -   ,"2,904","34,000","22,235","25,139","37,073",-29977.00,"7,096","2,755","2,160","2,160","22,236",51
139,2024,453, -   ,"4,590", -   ,"7,050","60,129","3,184","6,698","20,590", -   , -   ,"20,590","38,000","39,540","60,129","46,399",-24222.00,"22,177","1,301","1,095","1,040","29,831",
140,2024,"10,291", -   ,564, -   ,"10,854","31,871", -   , -   ,"4,784","25,040","25,040","29,823","9,875","2,047","31,870","33,945",-28352.00,"5,592",83,-763,-932,"2,047", -   
141,2024,209, -   ,"52,236", -   ,"52,773","73,842",682,"5,800","20,113", -   ,"11,420","31,534","36,500","42,308","73,842","200,320",-198841.00,"1,478",247,62,-115,"22,208",
142,2024,"1,067","145,633","27,790", -   ,"183,592","227,411", -   , -   ,2,"8,121","171,127","171,129","70,000","56,282","227,411","137,502",-131383.00,"6,119","-3,997","-4,076","-4,076","48,204",
143,2024,"1,492","13,243","13,311", -   ,"29,153","29,235","4,502","14,300","20,760", -   , -   ,"20,760","5,000","8,474","29,235","14,762",-13592.00,"1,170",299,248,199,"8,474",
144,2024,"7,051", -   ,"28,890",0,"36,127","79,950", -   , -   ,"3,991", -   ,"3,426","7,417","88,475","72,533","79,950","3,638", -   ,"3,638","-2,815","-14,525","-14,525","36,182",
145,2024,"128,404","186,854","1,023,057","168,331","1,530,516","2,034,695","81,978","186,141","378,281","38,218","38,218","416,499","563,280","1,618,196","2,034,695","981,915",-678910.00,"303,005","71,983","65,631","65,631","1,618,111","39,180"
146,2024,"6,193","15,518","16,454", -   ,"38,292","120,551","3,811", -   ,"41,388","50,000","50,130","91,518","30,000","29,033","120,551","118,480",-69922.00,"48,558","27,720","27,771","26,414","29,033",
147,2024,"5,730","53,213","26,409", -   ,"86,560","123,199","2,475","28,300","40,906",10,129,"41,036","26,500","82,164","123,199","87,089",-56644.00,"30,445","5,867","6,108","5,156","82,164","1,471"
148,2024,714, -   ,"5,676", -   ,"6,456","6,864",150, -   ,881, -   , -   ,881,"20,000","5,983","6,864","16,268",-12868.00,"3,400","-1,717","-1,891","-1,891","5,906",
149,2024,"11,621","67,490","24,602", -   ,"104,391","105,946","18,236","23,604","67,649", -   , -   ,"67,649","30,000","38,297","105,946","290,489",-261940.00,"28,550",966,909,622,"38,298",
150,2024,"29,509","396,081","409,403", -   ,"836,586","963,630","57,378","677,086","795,269","17,157","17,157","812,426","50,000","151,204","963,630","403,455",-320686.00,"82,769","11,194","12,253","9,802","150,562",
151,2024,"26,013","14,483","22,218", -   ,"65,711","142,584","1,182","22,170","35,715", -   , -   ,"35,715","100,000","106,869","142,584","98,157",-86874.00,"11,283","1,786","1,785","1,785","106,869",879
152,2024,"60,824","195,184","162,988", -   ,"457,633","730,984","92,924","288,956","789,862", -   ,"3,702","793,563","176,635","-62,579","730,984","1,425,792",-1269040.00,"156,752","40,131","44,954","44,954","-84,987","3,634"
153,2024,"18,088","195,382","144,575","45,076","411,873","544,252","48,596","234,362","392,749", -   , -   ,"392,749","51,993","151,503","544,252","785,991",-657489.00,"128,502","49,915","29,190","23,354","149,733","13,252"
154,2024,"1,151","4,876", -   , -   ,"6,243","8,323",446, -   ,"88,583", -   , -   ,"88,583","21,242","-80,261","8,323","65,388",-71989.00,"-6,601","-15,293","-15,289","-15,289","-80,261", -   
155,2024,"30,703","64,465","119,950", -   ,"235,314","668,315","83,120","222,105","323,481","163,445","163,992","487,473","130,000","180,842","668,315","486,505",-349205.00,"137,300","35,104","35,646","28,125","162,661",
156,2024,"28,003","22,150","145,272", -   ,"197,859","241,450","22,806","134,455","188,199", -   , -   ,"188,199","45,000","53,251","241,450","391,871",-338581.00,"53,289","19,474","19,915","15,922","53,251",
157,2024,"3,646","22,870","23,356", -   ,"51,464","63,438","24,885", -   ,"37,378", -   ,129,"37,507","47,758","25,931","63,438","288,267",-259486.00,"28,781",589,590,418,"25,825", -   
158,2024,26, -   ,27, -   ,62,"13,227", -   , -   , -   , -   , -   , -   ,"13,301","13,227","13,227",27,-41.00,-14,-22,-22,-22,"13,227", -   
159,2024,"4,196","6,730","24,131", -   ,"41,196","57,150","4,114", -   ,"48,900", -   , -   ,"48,900","44,339","8,250","57,150","131,510",-92743.00,"38,767","28,409","28,406","28,406","8,250", -   
160,2024,496, -   ,"16,931", -   ,"17,429","62,177", -   , -   ,"9,148", -   , -   ,"9,148","64,000","53,029","62,177","34,462",-6682.00,"27,780","24,018","19,037","15,229","50,935",
161,2024,"1,821","15,446","33,430", -   ,"52,722","53,397","9,189","33,717","44,381", -   , -   ,"44,381","20,000","9,016","53,397","83,106",-70730.00,"12,376","-3,102","-2,821","-2,821","9,016",
162,2024,"72,580","57,781","39,138", -   ,"170,870","448,094","38,912", -   ,"138,897", -   ,"296,214","435,110","142,607","12,984","448,094","1,495,065",-1366584.00,"128,481","21,582","20,953","16,485","-16,859", -   
163,2024,"18,990","21,609","16,686","5,000","62,420","95,334","5,270", -   ,"19,125", -   , -   ,"19,125","46,335","76,208","95,334","216,424",-187105.00,"29,319","4,662","4,723","4,396","73,194", -   
164,2024,"7,037","63,810","77,865", -   ,"156,701","430,197","46,290","76,161","188,791", -   , -   ,"188,791","319,239","241,407","430,197","768,824",-662474.00,"106,350","13,710","12,840","12,840","241,407","5,413"
165,2024,"17,805","20,566","91,176","342,535","482,667","685,581","25,846","122,994","423,032", -   , -   ,"423,032","132,186","262,549","685,581","761,806",-641753.00,"120,053","65,004","65,710","52,915","262,492","5,329"
166,2024,"35,774","92,839","30,692","5,213","165,104","288,509","17,095","164,945","205,615","66,131","76,231","281,846","55,000","6,662","288,508","808,186",-797161.00,"11,025","-49,625","-47,812","-47,812","6,663","15,047"
167,2024,"34,093","389,790","221,765","67,570","739,725","1,234,813","291,719","392,251","727,974","134,252","319,087","1,047,061","235,000","187,751","1,234,812","1,232,372",-1137248.00,"95,124","33,257","33,897","29,512","186,097","25,218"
168,2024,"10,897","4,314","22,807", -   ,"38,122","74,003","4,368", -   ,"31,695", -   ,"1,653","33,348","50,000","40,656","74,003","120,109",-100957.00,"19,153","3,932","5,067","5,067","39,903",
169,2024,"7,079","12,975","13,160", -   ,"34,723","54,735","7,598","24,480","40,618",570,"2,092","42,710","10,000","12,025","54,735","96,068",-90618.00,"5,449","-1,030","-1,012","-1,012","12,025", -   
170,2024,"51,357","115,481","87,734","10,000","264,572","297,632","53,327", -   ,"80,434", -   , -   ,"80,434","80,091","217,198","297,632","590,072",-529805.00,"60,268","43,138","43,150","34,567","217,197", -   
171,2024,"9,013","40,313","25,545", -   ,"82,656","258,837",356,"107,776","356,022", -   ,"21,424","377,446","267,347","-118,609","258,837","688,344",-579055.00,"109,288","28,571","27,887","27,887","-121,041","6,552"
172,2024,"52,009","126,341","324,199", -   ,"524,615","1,007,970","129,317","27,464","243,082", -   ,"1,300","244,382","300,000","763,588","1,007,970","1,251,749",-1053095.00,"198,653","69,861","74,739","57,199","622,468",
173,2024,216,"22,912", -   ,380,"24,109","26,770",60, -   ,"49,676", -   ,52,"49,727","15,000","-22,957","26,770",1, -   ,1,"-4,686","-3,093","-3,093","-22,957", -   
174,2024,"2,030", -   ,"15,715", -   ,"17,835","59,089","4,168","1,514","7,749","16,600","16,600","24,349","39,999","34,740","59,089","41,502",-27152.00,"14,350",691,219,219,"34,740",
175,2024,"12,423","148,978","58,780","35,824","260,302","260,924","28,000","142,780","175,516", -   , -   ,"175,516","91,000","85,408","260,924","226,019",-163484.00,"62,536",-49,28,22,"85,408",
176,2024,"522,755","2,756,347","4,317,637", -   ,"7,780,702","9,415,631","733,059",31,"1,120,031",125,"41,037","1,161,068","565,004","8,254,563","9,415,631","10,802,740",-8399238.00,"2,403,502","2,135,949","2,172,479","1,892,613","8,251,417", -   
177,2024,"68,106","79,967","12,417",101,"183,554","193,212","8,446","17,218","59,757","109,000","109,000","168,757", -   ,"24,455","193,212","364,100",-295178.00,"68,922",971,"1,042",543,"23,962",
178,2024,"11,551","47,312","33,567", -   ,"92,541","207,430","41,885","37,730","87,090","7,500","7,500","94,590","109,800","112,840","207,430","310,850",-288861.00,"21,989","3,526","3,512","2,810","83,957",
179,2024,779,"25,910","16,357", -   ,"43,047","55,053","15,028","41,421","57,152", -   , -   ,"57,152","15,000","-2,099","55,053","6,287",-5472.00,815,14,"-3,844","-3,844","-2,099",
180,2024,"19,058",141,"27,097","47,193","95,345","137,068","16,504","60,103","117,993", -   , -   ,"117,993","22,244","19,075","137,068","299,178",-250663.00,"48,515","9,112","9,143","7,038","19,075","2,945"
181,2024,"17,514","46,933","57,475", -   ,"121,992","243,263","13,577","60,998","93,256","2,349","6,900","100,156","193,606","143,107","243,264","370,918",-320355.00,"50,563","1,438",-981,"-1,035","143,107","3,808"
182,2024,151,"405,269","146,610", -   ,"559,643","629,266","18,342","101,746","307,160", -   ,"144,922","452,082","180,000","177,184","629,266","180,658",-168232.00,"12,426",718,471,-29,"177,184",
183,2024,"3,546", -   ,"1,695", -   ,"6,215","44,749",98, -   ,"188,705","75,693","75,693","264,398","45,416","-219,650","44,749", -   ,-2969.00,"-2,969","-6,139","-6,139","-6,139","-219,650", -   
184,2024,"7,981","5,102","2,121",250,"16,963","22,706","1,612", -   ,"22,602", -   , -   ,"22,602","12,250",104,"22,706","122,011",-109138.00,"12,873","-6,388","2,218","1,740",104, -   
185,2024,"52,419","260,291","324,878","47,000","695,487","810,507","187,376","293,944","546,825", -   , -   ,"546,825","120,000","263,682","810,507","1,387,941",-1213652.00,"174,289","98,797","96,921","77,089","262,318",
186,2024,"1,270","19,513","1,894", -   ,"28,727","42,799","1,705","11,161","20,998","14,373","14,373","35,370","2,000","7,428","42,799","31,907",-29689.00,"2,218","-3,662","-4,740","-4,740","7,429",
187,2024,"3,175","2,519","13,272", -   ,"29,342","29,859","1,675","18,230","26,930", -   , -   ,"26,930","6,000","2,929","29,859","25,175",-21949.00,"3,225",90,7,-19,"2,929",
188,2024,123,"43,289","12,870",300,"57,692","117,511",180, -   ,311, -   ,36,347,"86,000","117,164","117,511", -   , -   , -   ,"-8,279","-7,008","-7,008","117,164", -   
189,2024,"66,189","313,522","63,717", -   ,"449,614","615,182","11,698","271,001","314,782","20,785","20,785","335,567","238,965","279,616","615,183","563,130",-429516.00,"133,614","15,849","16,382","14,796","259,759","18,537"
190,2024,923,"32,086","35,008", -   ,"77,944","2,083,003",902, -   ,"19,780","211,989","1,422,298","1,442,079","600,000","640,924","2,083,003","48,147",-33547.00,"14,599","6,484","6,430","5,108","475,151",
191,2024,"11,510","13,270","278,577","26,588","338,201","1,334,268","21,369","134,931","200,201","232,881","408,674","608,875","708,191","725,393","1,334,268","583,010",-530234.00,"52,776","-10,759","-4,879","-8,311","725,393","20,669"
192,2024,"42,920","184,047","80,000", -   ,"308,070","1,113,371","207,646", -   ,"270,603", -   , -   ,"270,603","930,320","842,769","1,113,371","1,339,863",-1326356.00,"13,507","-33,190","-41,032","-41,032","839,309",
193,2024,"4,404","7,468","26,281", -   ,"38,168","55,543","11,930","48,630","60,601", -   , -   ,"60,601","15,000","-5,058","55,543","99,206",-95742.00,"3,464","-3,461","-3,461","-3,461","-5,058",
194,2024,"11,860","7,860","8,549", -   ,"28,661","75,512",450,"39,600","46,185",117,117,"46,301","27,000","29,211","75,512","66,714",-50793.00,"15,921","2,147","2,147","1,718","4,759",
195,2024,"34,036","125,293","14,939","8,951","194,465","279,496","9,809", -   ,"18,988", -   ,"2,379","21,367","425,325","258,130","279,497","122,915",-135975.00,"-13,060","-13,475","-14,814","-15,503","258,130", -   
196,2024,"30,862","2,407","31,845", -   ,"65,115","81,129","5,287", -   ,"49,266", -   , -   ,"49,266","10,000","31,863","81,129","246,404",-164310.00,"82,094","4,450","4,646","3,717","31,863",
197,2024,"4,999","687,605","501,579","51,500","1,273,831","1,614,993","115,695","527,025","865,177","123,818","165,575","1,030,751","430,000","584,242","1,614,993","1,277,802",-1096454.00,"181,348","14,926","106,897","81,262","583,068",
198,2024,280,"84,288","89,365",250,"198,345","255,155","46,143","94,488","178,710", -   ,239,"178,949","3,593","76,206","255,155","258,377",-244206.00,"14,171","-57,720","-56,884","-57,235","73,515","1,617"
199,2024,"12,791","4,489","159,017", -   ,"176,382","185,498",623, -   ,"70,940", -   , -   ,"70,940","8,139","114,557","185,498","123,917",-87197.00,"36,719","27,336","38,086","32,627","114,552",
200,2024,987,"123,417","35,134", -   ,"159,634","165,381","7,003","103,146","141,538", -   , -   ,"141,538","50,000","23,843","165,381","231,060",-217600.00,"13,460","-3,492","-3,798","-3,798","23,843",
201,2024,"6,127",44,"10,001", -   ,"68,165","166,871",28, -   ,"46,495", -   ,"14,982","61,478","220,000","105,394","166,871","51,365",-12312.00,"39,054","31,059","30,290","24,598","103,660",451
202,2024,"14,942","13,580",857, -   ,"29,379","29,787","5,377","6,350","25,307", -   , -   ,"25,307","5,000","4,480","29,787","21,517",-20087.00,"1,430",-390,-505,-520,"4,480",
203,2024,"21,289", -   ,215, -   ,"21,507","44,900",500,"23,000","20,676", -   , -   ,"20,676","24,000","24,224","44,900","5,615",-2744.00,"2,870",282,282,282,"18,579",
204,2024,"131,126","62,206","90,009", -   ,"283,342","284,427","238,556","60,158","328,543", -   , -   ,"328,543","9,500","-44,116","284,427","218,612",-217801.00,811,"-6,425","-6,430","-6,430","-44,116",
205,2024,"3,560","77,075","21,743", -   ,"102,754","103,559","6,516","8,613","96,763", -   , -   ,"96,763","10,000","6,796","103,559","65,167",-51141.00,"14,027",16,-411,-455,"6,796",
206,2024,"1,598","39,578","7,452", -   ,"48,628","50,088","8,313","16,009","24,938", -   , -   ,"24,938","25,000","25,150","50,088","46,328",-41578.00,"4,750",108,108,86,"25,150",
207,2024,"7,550","128,754","871,883", -   ,"1,008,187","1,046,086","720,474", -   ,"746,103", -   ,"9,547","755,650","102,677","290,436","1,046,085","523,930",-468000.00,"55,931","60,584","60,523","48,031","290,436", -   
208,2024,"13,032","43,458","34,619","2,284","104,019","111,876","10,849", -   ,"24,079", -   , -   ,"24,079","18,000","87,797","111,876","142,915",-99302.00,"43,614","-13,132","-12,928","-12,928","87,660", -   
209,2024,"22,643","1,070","10,868", -   ,"35,957","42,253",565,"35,561","46,898", -   ,"1,492","48,390","26,460","-6,138","42,253","84,153",-66564.00,"17,589","4,416","3,823",935,"-8,786", -   
210,2024,"27,059","325,357","225,395", -   ,"579,243","731,633","149,234","315,881","537,568", -   , -   ,"537,568","200,669","194,065","731,633","1,726,362",-1444365.00,"281,996","86,449","90,285","75,755","176,872","16,961"
211,2024,"552,440","198,305","233,081","57,400","1,049,082","1,727,261","90,014","316,205","1,046,253", -   ,"67,165","1,113,418","180,000","613,843","1,727,261","1,767,590",-960635.00,"806,955","477,920","478,283","382,157","608,085",
212,2024,"1,349","78,931","8,654","1,000","92,769","99,213","38,477","31,372","73,250", -   , -   ,"73,250","23,000","25,963","99,213","87,221",-80238.00,"6,983",119,109,109,"25,963",
213,2024,"58,035","15,662","87,702","21,600","182,998","322,878","20,909","70,438","232,878", -   , -   ,"232,878","66,000","90,000","322,878","541,450",-442405.00,"99,045","7,712","35,142","28,114","90,000",
214,2024,"2,098","14,694","10,169", -   ,"32,166","58,599","6,978","4,825","17,170", -   ,"26,620","43,790","15,000","14,808","58,599","35,683",-28646.00,"7,038",1,153,113,"14,808",
215,2024,"94,461","108,538","321,449","30,655","576,145","1,027,656","12,904","278,177","355,917", -   ,"9,856","365,772","953,369","661,884","1,027,657","1,025,849",-740951.00,"284,898","43,654","43,027","33,150","655,565","6,881"
216,2024,"2,859","115,921","54,361", -   ,"244,492","492,404","36,040", -   ,"274,746", -   ,"3,146","277,892","27,973","214,513","492,404","568,895",-403872.00,"165,023","54,902","51,735","51,735","210,891", -   
217,2024,"1,000",456,421, -   ,"1,977","2,874","1,248", -   ,"79,465", -   , -   ,"79,465","7,156","-76,591","2,874","20,019",-18683.00,"1,336","-1,325","-1,503","-1,503","-76,591",-1
218,2024,351,"5,107","8,433","10,800","25,000","32,734",262, -   ,"3,309", -   ,171,"3,480","9,644","29,254","32,734","36,213",-29229.00,"6,983",286,351,280,"28,302", -   
219,2024,"8,569","37,704","13,389", -   ,"59,690","59,828","2,332","45,748","48,981",861,861,"49,842","8,200","9,986","59,828","8,957",-4119.00,"4,838",-194,-99,-99,"9,973",
220,2024,"1,116","24,725","15,528", -   ,"41,790","61,683","3,146","51,753","56,989", -   , -   ,"56,989","50,000","4,694","61,683","45,175",-36341.00,"8,834","-10,667",15,15,"4,694",
221,2024,"78,791","94,250",909,680,"187,315","375,947",506, -   ,"4,439", -   ,"5,662","10,101","330,003","365,846","375,947","2,128",-192.00,"1,936","-45,797","-40,229","-29,881","365,414", -   
